text,title
"
For the Chicken:
 Place chicken in the slow cooker and add enough water or chicken broth to cover. Cook high 4 hours. Remove and shred with two forks, discard the liquid. To make in the Instant Pot, add at least 1 cup broth or water, enough to cover the chicken. Cook on high pressure 15 minutes, natural release. Discard liquid and shred with two forks. Meanwhile, combine the cream cheese and hot sauce together until smooth. Add the chicken, blue cheese, carrots and scallions and mix well, makes 3 cups. One at a time, place egg roll wrapper on a clean surface, points facing top and bottom like a diamond. Spoon 3 tablespoons of the buffalo dip mixture onto the bottom third of the wrapper. Dip your finger in a small bowl of water and run it along the edges of the wrapper. Lift the point nearest you and wrap it around the filling. Fold the left and right corners in toward the center and continue to roll into a tight cylinder. Set aside and repeat with remaining wrappers and filling. Spray all sides of the egg rolls with oil using your fingers to evenly coat.
OVEN METHOD:
 Preheat the oven to 400F. Spray a sheet pan with oil. Transfer the egg rolls to the baking sheet and cook until browned and crisp, about 16 to 18 minutes, turning halfway. Serve immediately, with dipping sauce on the side, if desired.
AIR FRYER METHOD:
 In batches, cook 370F for 8 to 9 minutes, turning halfway through until golden brown.Serve immediately, with dipping sauce on the side, if desired.",Buffalo Chicken Egg Rolls
" Preheat oven to 400F and line a large baking sheet with nonstick aluminum foil. Heat a medium nonstick skillet over medium heat and spray with oil. Add onion, cilantro and garlic and saute about 2 minutes, until soft. Add ground turkey, salt, garlic powder, cumin and cook meat for 4 to 5 minutes until meat is completely cooked through breaking it up with a spoon. Add the tomato paste and water, mix well and simmer on medium for about 2 to 3 minutes, remove from heat. Meanwhile, combine cream cheese, cheddar and scallions in a medium bowl. Using a small spoon or a spatula, spoon about 1 teaspoon of the cream cheese filling into the peppers. Arrange in a single layer, cut-side up close together. Bake until soft, about 12 to 15 minutes. Top with meat and cheese and bake until melted, about 3 minutes more.Remove from oven and top with pico de gallo, olives and drizzle with sour cream. Garnish with cilantro and scallions and serve immediately.","Jalapeno Popper ""Nachos"""
" Beat cream cheese and confectioners sugar together in a medium bowl., Mix in Better n Peanut Butter and beat until smooth. Fold in whipped topping., Spoon into graham cracker pie shell; cover, and refrigerate until firm, at least 2-3 hours.Drizzle with chocolate syrup before serving.",No Bake Peanut Butter Pie
" To make the shredded chicken, place chicken in the slow cooker and add enough water or chicken broth to cover. Cook high 4 hours. Remove and shred with two forks, discard the liquid. Meanwhile, combine the cream cheese, sour cream, vinegar and hot sauce together until smooth. Add half of the blue cheese. Transfer to the slow cooker with the chicken, mixing well and return to the slow cooker, cook low 2 to 3 hours. Transfer to a serving dish and top with the remaining blue cheese, garnish with scallions. Serve hot. To bake this in the oven, you can use cooked shredded chicken breast from a rotisserie chicken, then mix all the ingredients and place them in a baking dish. Bake 350F until hot, about 20 to 25 minutes.Cook chicken covered in water or broth 15 min high pressure. Once you shred and drain set the instant pot to the slow cooker mode, combine ingredients and proceed.",Buffalo Chicken Dip
" In a large skillet over medium heat add 1/2 tablespoon of olive oil and 1/2 tablespoon of butter, red bell pepper and garlic and cook for about 4 minutes. Add spinach season with a pinch of salt and pepper mix until the spinach wilts down. Add cream cheese, half  half and parmesan cheese mix well until cream cheese is melted and resembles creamed spinach. Heat a separate skillet on medium high heat, add remaining oil and butter. Season fish on both sides with salt and pepper and place on the hot pan. Cook 6 minutes on first side and flip fish over and cook other side an additional 5 minutes, until cooked through and browned.Divide the spinach mixture on the bottom of each plate and top with piece of fish.",Fish Florentine
" If making the rice yourself, place a few florets at a time in a food processor and pulse until the cauliflower is small and has the texture of rice or couscous dont over process or it will get mushy. Set aside and repeat with the remaining cauliflower in a few batches. In a large pot, add about 2 inches of water and bring to a boil. Add the crab leg and cook, covered until heated through, about 10 minutes. When cooked, remove the crab from the shell and lightly flake. Season eggs with salt. Heat a large saute pan or wok over medium heat and spray with oil. Add the eggs and cook, turning a few times until set; set aside. Reduce heat to medium-low, add the sesame oil and saute onions, scallion whites, and garlic about 3 to 4 minutes, or until soft. Raise the heat to medium-high. Add the cauliflower rice to the saute pan along with soy sauce. Mix, cover and cook approximately 5 to 6 minutes, stirring occasionally, until the cauliflower is slightly crispy on the outside but tender on the inside.Add the egg and crab, remove from heat and mix in scallion greens.",King Crab Cauliflower Fried Rice
"
Stove Directions:
 Heat the oil in a large pot or Dutch oven over medium heat, add the onions and carrots and saute until soft, about 5 to 6 minutes, stirring. Add the chopped garlic, turmeric and cumin and continue cooking for 2 - 3 minutes more. Stir in the lentils, add the broth and bring to a boil, reduce heat and cook covered on low for about 30 minutes, stirring occasionally until thickened. Remove from heat. Toss in parsley, spinach and stir in lemon juice and serve.
Instant Pot Directions:
 Press saute and add the oil to the insert, add the onions and carrots and saute until soft, about 5 minutes, stirring. Add the chopped garlic, turmeric and cumin and continue cooking for 2 - 3 minutes. Press cancel. Add the lentils and broth, cover and cook on high pressure 15 minutes. Natural or quick release.Toss in parsley, spinach and stir in lemon juice and serve.",Red Lentil Soup
" Preheat the oven to 500F. Heat the oil in a 10-inch oven-safe (preferably cast- iron) skillet over medium heat. Add the onion, garlic, cumin, and salt and cook, stirring, until the onion has softened, about 5 minutes. Transfer the onion mixture to a large bowl; set aside the hot skillet. Add the enchilada sauce, sour cream, and 1/4 cup water to the onion mixture and stir to combine. Fold in the tortillas, chicken, and beans until thoroughly coated. Spoon the mixture into the reserved skillet and cook over medium heat until warmed through, about 3 minutes. Sprinkle the cheese all over the top and bake until the cheese is melted and bubbling, about 5 minutes.Let cool slightly, then top the enchiladas with sour cream, jalapenos, and cilantro (if desired) and serve directly from the skillet at the table.",Cheesy Rotisserie Chicken Enchilada Skillet
Combine all the ingredients and refrigerate until ready to eat.,Classic Egg Salad
" Cut the 2 ends off the eggplants. Cut the eggplants lengthwise, into 1/4-inch thick slices until you have a total of 10 slices about the same size. Its easiest to do this with a mandolin. My mandolin is from OXO,, Sprinkle the eggplant with kosher salt to help remove excess moisture and bitterness from the eggplants. Set aside for about 10 to 15 minutes. Pat dry with a towel. Preheat oven to 400F. Season the eggplant with a little more salt and pepper, then arrange on two parchment-lined baking sheets. Cover tightly with foil and bake until eggplant is tender and pliable but NOT fully cooked, about 8 to 10 minutes. Spread 1/4 cup marinara sauce on the bottom of a 13 x 9-inch baking dish. In a medium bowl, beat the egg then mix together with ricotta, Pecorino Romano, spinach, garlic, 1/4 tsp salt and 1/8 tsp pepper. Pat eggplant dry with paper towels. Dividing the ricotta-spinach mixture (about 2 generous tablespoons each) evenly and spoon onto one end of each eggplant slice, spreading to cover. Starting at the short end, roll up slices and arrange them each seam side down in the prepared dish. Top with remaining marinara sauce and mozzarella cheese and tightly cover with foil.Bake until the eggplant is very tender, about 60 minutes. Remove from oven and let cool 5 minutes before serving with additional Pecorino Romano if desired.",Best Skinny Eggplant Rollatini with Spinach
" Place all the ingredients in a blender and blend until smooth. Strain.Pour the mixture into popsicle molds and freeze 1 hour. Insert the sticks and freeze until solid, about 4 hours more.",Turmeric Golden Milk Popsicles
" For the Lime roasted poblano cream, place all in food processor until blended well. Season chilled lobster meat with old bay and fresh ground black pepper, to taste. Heat the tortillas directly over the flame.To assemble, top each tortilla with 1/2 oz avocado, 1 tablespoon pico de gallo, 2 1/2 oz lobster meat, 1 tsp of poblano cream and garnish with cilantro or micro greens.",Union Cantina Lobster Tacos
"
For the guacamole:
 Using a spoon, scoop the flesh of the avocados into a small bowl. Add the lime juice and 14 teaspoon salt and mash with a pastry cutter, potato masher, or fork until the mixture is blended and no longer chunky. Taste and add additional lime juice and/or salt, if necessary.
To prepare the veggies:
 In a large skillet, heat the olive oil over medium heat. Once the oil is shimmering, add the bell peppers and onion, cumin, chili powder, red pepper flakes, and a few dashes of salt. Toss to combine, cover the pan, and cook, stirring occasionally, until the vegetables are easily pierced by a fork, 5 to 8 minutes. Uncover and continue cooking, stirring often, until the vegetables are lightly charred on the edges, about 3 to 5 minutes more. Add the garlic, toss well, and cook for another minute. Remove the pan from the heat and drizzle in the lime juice. Toss, season to taste with additional salt, and cover to keep warm.
Meanwhile, to prepare the fajitas:
 In a small skillet over medium heat, warm each tortilla on both sides until heated through. Stack the warmed tortillas on a plate as they are done and cover them with a kitchen towel to keep warm. Wipe the skillet, spray with oil over medium-low heat. Carefully crack an egg and pour it into the skillet without breaking the yolk. Cook covered until the whites set, about 2 minutes, or longer to taste. Transfer the egg to a plate and repeat with the remaining eggs.To assemble the breakfast fajitas, spread the guacamole on each tortilla, top each with an egg, followed by some veggies. Sprinkle with cheese, cilantro, and freshly ground pepper. Serve with hot sauce and/or salsa on the side.",Spicy Breakfast Fajitas with Eggs and Guacamole
" Combine the first 4 ingredients for the vinaigrette in a small bowl and whisk well, add onions and set aside.Cut the lobster into large chunks. Place 1 cup greens in each bowl and top with lobster, avocado, eggs, bacon, tomatoes and corn. Drizzle 2 1/2 tbsp vinaigrette over each salad and enjoy.",Lobster Cobb Salad
" Preheat oven to 200F. Season chicken with salt and pepper. Lightly dredge in flour. Heat a large skillet on medium heat; when hot add 1 tsp butter and 1 tsp olive oil. Add chicken to the skillet and cook on medium heat for about 5 minutes on each side, or until chicken is no longer pink. Set aside in a warm oven. Add additional oil and butter to the skillet, then garlic and cook a few seconds; add mushrooms, salt and pepper stirring occasionally until golden, about 5 minutes. Add wine, chicken broth, parsley; stir the pan with a wooden spoon breaking up any brown bits from the bottom of the pan. Cook a few more minutes or until the liquid reduces by half.Top the chicken with the mushroom sauce and serve.",Chicken and Mushrooms in a Garlic White Wine Sauce
" Bring a large pot of salted water to boil. Preheat oven to 400F. Place 1/4 cup of salsa in the bottom of a large baking dish. Using a small spoon or melon baller, hollow out the center of the zucchini halves, leaving 1/4-inch thick shell on each half. Chop the scooped out flesh of the zucchini in small pieces and set aside 3/4 of a cup to add to the taco filling, (squeeze excess water with a paper towel) discarding the rest or save to use in another recipe. Drop zucchini halves in boiling water and cook 1 minute. Remove from water. Brown turkey in a large skillet, breaking up while it cooks. When no longer pink add the spices and mix well. Add the onion, bell pepper, reserved zucchini, tomato sauce and water. Stir and cover, simmer on low for about 20 minutes. Using a spoon, fill the hollowed zucchini boats dividing the taco meat equally, about 1/3 cup in each, pressing firmly. Top each with 1 tablespoon of shredded cheese. Cover with foil and bake 35 minutes until cheese is melted and zucchini is cooked through.Top with scallions and serve with salsa on the side.",Taco Stuffed Zucchini Boats
" Combine onion, olive oil, balsamic, 1/4 tsp kosher salt and pepper. Set aside a few minutes. Chop tomatoes and place in a large bowl. Combine with garlic, basil, onion-balsamic combo and additional 1/8 tsp salt and pepper to taste. Set aside and let it sit at least 10 minutes or as long as overnight. Toss in the cheese when ready to serve. Season chicken with salt and fresh pepper. Preheat the grill to medium-high, clean and oil the grates to prevent sticking.Grill the chicken 2 minutes on each side, set aside on a platter and top with bruschetta and serve.",Grilled Bruschetta Chicken
"Heat a saucepan over medium heat, add the oil and garlic; saute until golden, about 1 minute. Add the chicken broth, tomato sauce, chipotle chiles, hot chili powder, cumin and salt and pepper, to taste. Bring to a boil then reduce the heat to low and simmer, uncovered for 7-10 minutes. Set aside until ready to use. Makes 4 cups.",The Best Enchilada Sauce Recipe
"
To roast the peppers:
 Lay the poblano peppers on a work surface so they sit flat naturally without rolling. Using a small, sharp knife, cut a lengthwise slit along one side of each of the poblano peppers, then make a small cross-wise slit along the top to create a T-shaped slit, careful not to cut the stem off. Carefully cut out and remove the core, then scoop out the seeds. Using tongs, roast the poblano chiles over an open flame such as the grill, broiler or stovetop, turning often until the skin is completely blistered. Transfer to a plastic bag (or place in a bowl and cover with plastic wrap) and let steam for 10 to 15 minutes to loosen the skins. Once they are cool enough to handle, use a butter knife to scrape away the charred skins and discard, careful not to tear the peppers. Set the roasted poblanos aside. Preheat the oven to 350F. Pour 1-1/4 cups of the sauce into the bottom of a 9 x 12-inch casserole dish.
To make the turkey:
 Meanwhile, brown the ground turkey on medium heat in large saute pan and season with salt and pepper. Use a wooden spoon to break the meat up into small pieces. Add the chopped onions, garlic, pepper, tomato and cilantro and continue cooking on a low heat. Add cumin, oregano, bay leaves, and more salt if needed. Add tomato sauce and 1/4 cup of water and mix well, reduce heat to low and simmer covered about 15 minutes. Carefully stuff about 1/2 cup of the turkey mixture into each poblano pepper. Place the peppers seam side up over the sauce in the baking dish and top each with 2 tbsp of cheese. Cover the dish tightly with foil and bake in the oven until hot and bubbly, about 30 minutes.Serve hot topped with cilantro or scallions on top.",Turkey Enchilada Stuffed Poblanos Rellenos
" Preheat oven to 375 degrees. In a small bowl, combine the cumin, oregano, garlic powder, chili powder, salt and pepper. Rub on both sides of each chicken piece. Spray a small (8x6-ish) oval or rectangular baking dish with cooking spray and pour a thin layer of enchilada sauce on the bottom of the dish. Lay chicken, cut side up on a work surface. Top each piece, in the center, with about 2 teaspoons chilis and 1 1/2 tablespoons cheese. Roll each one up and set them seam side down in the baking dish. Top with remaining sauce, cheese and chilis. Cover with foil and bake for 30 minutes. Remove foil and continue to bake 10-15 minutes more, or until chicken is cooked through.Top each chicken roll-up with a few avocado pieces and cilantro and serve.",Enchilada Chicken Roll-Ups
" Preheat the oven to 425F. Slice the leeks in half lengthwise. Rinse them, fanning out the outer layers to wash away any grit. Slice the cleaned leeks into thin half-moons. Remove the greens from the beets. Rinse them and coarsely chop. Halve the beets and cut each section into four wedges. In a large mixing bowl, toss the leeks, beets, and beet greens together with the garlic, 1 teaspoon of turmeric, ginger, salt, lemon juice, and olive oil until thoroughly combined. Spoon the mixture into a 9 x 13-inch baking dish or casserole pan and arrange in an even layer. Add the chicken and the other teaspoon of turmeric to the mixing bowl and toss to coat in the remaining turmeric mixture. Transfer the chicken legs to the baking dish and nestle in the beet mixture. Drizzle any of the remaining marinade over the top of the chicken and pour the wine around the sides of the dish.Roast, uncovered, until the chicken is fork-tender and the beets are soft, about 1 hour.",Turmeric Braised Chicken with Golden Beets and Leeks
" Preheat oven to 400F. Line a muffin tin with liners and lightly spray with oil. Place oats in a food processor or chopper and pulse a few times. Soak oats in milk for about 30 minutes. In a medium bowl combine brown sugar, honey, apple sauce, vanilla, egg whites, oil and mix well. In a third bowl combine flour, salt, baking powder, baking soda and whisk to combine. Combine oats and milk with sugar, applesauce mixture and mix well. Slowly add in the dry ingredients and mix until just incorporated. Fold in blueberries.Spoon into the muffin tin and bake for 22-24 minutes. Enjoy!!","Gluten-Free, Dairy-Free, Blueberry Oatmeal Muffins"
" Preheat oven to 425F. Line a large baking sheet with parchment, lightly spray with oil. Slice the squash in half lengthwise and scoop out the seeds with a spoon. Slice the seeded halves into 1/4-inch thick slices (half circles) and place them in a large bowl. In a small bowl combine the parmesan, parsley, thyme and lemon zest. Drizzle the olive oil, garlic, salt and black pepper over the squash slices, tossing toss well to coat. Lay flat on the prepared baking sheets, pour the parmesan mixture over the squash.Bake in the center of the oven until soft and golden brown on the edges, about 25 minutes.",Parmesan Crusted Delicata Squash
" Preheat the oven to 400F. Spray a baking sheet with oil. Gently remove the stems, scoop out the gills and spray the tops of the mushrooms with oil, season with 1/8 tsp salt and fresh pepper. Season steak with salt and pepper on both sides. Spray a large skillet with cooking spray and heat on high, let the pan get very hot then add the steak and cook on high heat about 1 to 1 1/2 minutes on each side, until cooked through. Transfer to a cutting board and slice thin, set aside. Reduce the heat to medium-low, spray with more oil and saute onions and peppers 5 to 6 minutes, until soft. Combine all the ingredients in a medium bowl. Transfer to the mushroom caps, about 1/2 cup each.Bake in the oven until the cheese is melted and the mushrooms are tender, about 20 minutes.",Philly Cheesesteak Stuffed Portobello Mushrooms
" Place a large nonstick skillet over medium heat. When hot, add the sausage and cook, breaking up with a wooden spoon 6 to 8 minutes, until browned. Transfer to a plate. Add the oil to the skillet, brussels sprouts, shallots and garlic and cook on medium-high until golden on the edges, 4-5 minutes. Set aside with the sausage. Add the parsnip noodles to the skillet over medium heat with the broth and red pepper flakes and cook until the noodles are al dente, about 5 minutes.Return the sausage and brussels to the skillet, add the cheese and stir to combine.",Brussels Sprouts and Sausage Parsnip Spiralized Pasta
